user,timestamp,ip,event,details,item_id,quantity,price,error_type,message,Base64Error
user_792,2024-11-18T01:00:28.015077,156.140.140.188,logout,"{'item_id': 7304, 'quantity': 5, 'price': 777.96}",,,,,,
user_98,2024-11-18T06:43:15.015083,188.203.216.206,login,"{'item_id': 3327, 'quantity': 1, 'price': 496.9}",,,,,,
,2024-11-17T23:46:45.015110,,,,,,,TimeoutError,Connection to DB failed 2024-11-17T23:46:45.015110,
,2024-11-19T12:29:38.015114,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-18T18:51:36.015116,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T18:51:36.015116,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T00:07:50.015139,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T00:07:50.015139,
user_224,2024-11-19T05:29:34.015148,39.104.253.236,update,,8675.0,2.0,367.43,,,
,2024-11-18T12:39:11.015154,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T12:39:11.015154,
user_792,2024-11-17T18:41:04.015172,43.31.19.23,login,,3522.0,3.0,546.45,,,
user_857,2024-11-18T14:20:18.015178,184.190.210.138,logout,,7028.0,2.0,290.93,,,
user_902,2024-11-19T01:05:10.015183,103.99.242.107,logout,"{'item_id': 5898, 'quantity': 1, 'price': 896.63}",,,,,,
user_403,2024-11-18T12:37:09.015189,233.139.11.125,error,"{'item_id': 6414, 'quantity': 3, 'price': 33.8}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T20:27:46.015213,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T20:27:46.015213,
user_697,2024-11-17T19:10:12.015215,233.185.130.71,update,"{'item_id': 5088, 'quantity': 5, 'price': 384.91}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_111,2024-11-18T03:38:35.015261,135.100.73.209,error,,7914.0,4.0,279.36,,,
user_429,2024-11-17T22:01:15.015267,5.171.89.7,login,"{'item_id': 9356, 'quantity': 3, 'price': 810.69}",,,,,,
,2024-11-18T01:52:59.015306,,,,,,,TimeoutError,Connection to DB failed,
user_906,2024-11-19T02:57:03.015311,196.253.238.209,purchase,"{'item_id': 2997, 'quantity': 5, 'price': 491.92}",,,,,,
user_363,2024-11-19T09:48:42.015319,216.184.139.167,login,"{'item_id': 8354, 'quantity': 4, 'price': 497.87}",,,,,,
user_611,2024-11-18T04:21:14.015348,242.245.188.81,purchase,,6021.0,4.0,518.99,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T23:30:41.015360,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-18T03:07:19.015362,,,,,,,InvalidBase64,Data cannot be decoded,
user_21,2024-11-19T02:11:34.015364,236.129.124.201,purchase,,2803.0,2.0,987.13,,,
user_417,2024-11-19T12:02:35.015379,27.194.107.228,login,,3378.0,2.0,505.77,,,
user_20,2024-11-18T16:14:21.015415,245.92.119.18,login,,5523.0,2.0,757.3,,,
,2024-11-18T10:46:00.015421,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T10:46:00.015421,
user_713,2024-11-19T04:50:07.015425,194.161.49.102,logout,"{'item_id': 3270, 'quantity': 5, 'price': 405.47}",,,,,,
,2024-11-17T22:07:32.015430,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T22:07:32.015430,
,,,,,,,,,,Invalid Base64 or decoding error
user_315,2024-11-19T06:06:52.015471,44.146.99.197,logout,"{'item_id': 4350, 'quantity': 4, 'price': 610.81}",,,,,,
user_431,2024-11-17T21:31:08.015494,41.35.60.247,login,"{'item_id': 6904, 'quantity': 1, 'price': 526.32}",,,,,,
user_576,2024-11-18T11:40:09.015502,126.94.76.17,login,"{'item_id': 8966, 'quantity': 1, 'price': 417.49}",,,,,,
,2024-11-18T20:21:57.015534,,,,,,,InvalidBase64,Data cannot be decoded,
user_632,2024-11-19T06:27:29.015537,168.23.142.18,error,,7938.0,3.0,799.34,,,
,,,,,,,,,,Invalid Base64 or decoding error
,,,,,,,,,,Invalid Base64 or decoding error
user_276,2024-11-18T16:46:25.015570,202.128.125.104,logout,,5046.0,4.0,821.4,,,
user_672,2024-11-19T16:30:08.015579,78.46.127.64,login,"{'item_id': 5069, 'quantity': 3, 'price': 814.48}",,,,,,
user_913,2024-11-18T04:24:27.015588,135.200.13.188,purchase,"{'item_id': 1643, 'quantity': 1, 'price': 882.19}",,,,,,
user_339,2024-11-18T06:12:47.015594,148.80.68.24,login,,1952.0,2.0,711.3,,,
user_439,2024-11-19T00:17:25.015602,39.84.193.121,purchase,"{'item_id': 9552, 'quantity': 5, 'price': 428.25}",,,,,,
user_67,2024-11-18T07:24:09.015613,173.89.253.174,login,"{'item_id': 5515, 'quantity': 5, 'price': 620.32}",,,,,,
,2024-11-18T10:15:46.015621,,,,,,,InvalidBase64,Data cannot be decoded,
user_932,2024-11-18T15:21:37.015635,211.31.219.14,login,,2600.0,3.0,857.12,,,
user_335,2024-11-18T03:29:41.015646,220.119.111.226,login,,1758.0,1.0,883.54,,,
,2024-11-17T22:57:22.015654,,,,,,,TimeoutError,Connection to DB failed 2024-11-17T22:57:22.015654,
user_889,2024-11-17T20:21:50.015658,98.70.221.61,login,,9656.0,5.0,52.15,,,
user_976,2024-11-18T11:53:51.015664,119.91.223.68,logout,,2169.0,3.0,763.02,,,
,2024-11-18T14:53:52.015670,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T14:53:52.015670,
user_446,2024-11-18T22:06:05.015672,119.179.69.61,update,,9881.0,4.0,701.38,,,
,2024-11-18T18:52:40.015677,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T18:52:40.015677,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T09:19:04.015692,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T09:19:04.015692,
user_833,2024-11-18T09:02:44.015694,75.84.206.160,login,,6357.0,4.0,86.73,,,
user_438,2024-11-18T19:05:52.015700,5.220.196.76,logout,"{'item_id': 2330, 'quantity': 2, 'price': 181.57}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T13:07:11.015727,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T13:07:11.015727,
user_260,2024-11-19T06:46:35.015731,221.215.207.214,purchase,,1133.0,3.0,303.49,,,
,2024-11-18T15:54:06.015739,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T15:54:06.015739,
user_656,2024-11-19T02:05:19.015747,101.64.238.26,update,"{'item_id': 9976, 'quantity': 3, 'price': 723.91}",,,,,,
,2024-11-19T08:58:54.015753,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T08:58:54.015753,
user_603,2024-11-19T01:25:48.015760,166.105.125.113,purchase,"{'item_id': 3551, 'quantity': 1, 'price': 342.51}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_332,2024-11-18T07:20:00.015784,52.156.128.73,update,"{'item_id': 1233, 'quantity': 1, 'price': 802.14}",,,,,,
user_455,2024-11-17T23:20:37.015790,72.253.238.11,login,,2276.0,4.0,689.68,,,
user_854,2024-11-18T18:44:24.015804,131.10.209.57,purchase,"{'item_id': 1330, 'quantity': 3, 'price': 243.83}",,,,,,
,2024-11-19T08:52:27.015813,,,,,,,InvalidBase64,Data cannot be decoded,
user_34,2024-11-19T15:01:57.015830,63.21.170.111,purchase,,6797.0,4.0,745.07,,,
user_89,2024-11-17T20:23:03.015844,218.122.118.140,login,,7177.0,2.0,674.88,,,
user_766,2024-11-17T17:43:42.015849,142.75.109.169,purchase,"{'item_id': 9942, 'quantity': 5, 'price': 338.09}",,,,,,
,2024-11-17T21:56:18.015863,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-17T22:19:38.015873,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T22:19:38.015873,
user_8,2024-11-19T14:14:55.015893,226.200.169.216,logout,,9757.0,2.0,574.08,,,
,2024-11-17T17:32:45.015899,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T17:32:45.015899,
user_269,2024-11-18T04:56:38.015901,141.187.108.183,update,"{'item_id': 4644, 'quantity': 4, 'price': 486.35}",,,,,,
user_867,2024-11-19T16:39:02.015907,43.228.12.103,logout,,2510.0,3.0,545.55,,,
user_799,2024-11-19T04:33:20.015913,104.166.219.173,login,,2997.0,3.0,167.9,,,
,2024-11-17T22:33:41.015918,,,,,,,TimeoutError,Connection to DB failed,
user_864,2024-11-18T14:22:03.015920,112.43.68.36,login,,6776.0,5.0,317.2,,,
user_53,2024-11-17T23:54:08.015926,10.163.88.95,update,,8415.0,4.0,908.48,,,
,2024-11-19T01:12:02.015931,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T01:12:02.015931,
user_265,2024-11-19T04:52:44.015933,107.252.139.111,purchase,"{'item_id': 5790, 'quantity': 5, 'price': 671.64}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,,,,,,,,,,Invalid Base64 or decoding error
user_961,2024-11-19T06:30:12.015980,141.155.219.14,error,"{'item_id': 5479, 'quantity': 5, 'price': 627.81}",,,,,,
user_6,2024-11-18T13:53:54.015988,37.38.67.226,login,,7907.0,4.0,323.27,,,
user_858,2024-11-18T08:58:37.015997,140.101.23.186,error,"{'item_id': 2167, 'quantity': 3, 'price': 730.59}",,,,,,
,2024-11-17T21:24:48.016003,,,,,,,InvalidBase64,Data cannot be decoded,
user_915,2024-11-18T19:47:03.016009,63.78.176.226,update,,1968.0,2.0,841.43,,,
user_503,2024-11-17T20:23:11.016027,41.53.102.239,logout,"{'item_id': 7768, 'quantity': 3, 'price': 62.02}",,,,,,
,2024-11-18T23:30:21.016045,,,,,,,TimeoutError,Connection to DB failed,
user_763,2024-11-17T23:18:32.016051,199.107.111.21,purchase,"{'item_id': 7361, 'quantity': 2, 'price': 877.92}",,,,,,
user_295,2024-11-18T05:11:15.016059,226.17.114.41,error,"{'item_id': 2581, 'quantity': 4, 'price': 898.46}",,,,,,
user_220,2024-11-19T16:09:14.016079,183.219.126.29,error,,7259.0,5.0,940.3,,,
,2024-11-18T20:26:47.016101,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-19T16:49:28.016103,,,,,,,InvalidBase64,Data cannot be decoded,
user_953,2024-11-18T06:56:29.016105,184.107.115.123,purchase,,5188.0,1.0,798.0,,,
user_223,2024-11-17T18:57:51.016117,133.188.92.39,update,,5285.0,2.0,886.98,,,
,2024-11-19T12:50:18.016124,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T12:50:18.016124,
user_854,2024-11-18T10:43:06.016130,28.99.156.13,purchase,,6562.0,1.0,210.38,,,
,2024-11-19T08:57:13.016135,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T08:57:13.016135,
user_180,2024-11-18T14:40:25.016137,192.119.81.60,login,,6085.0,5.0,707.84,,,
user_383,2024-11-18T12:18:04.016143,103.118.54.9,purchase,,9377.0,1.0,196.64,,,
user_294,2024-11-18T19:44:10.016156,169.25.11.187,update,"{'item_id': 5967, 'quantity': 2, 'price': 532.42}",,,,,,
,2024-11-19T09:38:18.016162,,,,,,,InvalidBase64,Data cannot be decoded,
user_649,2024-11-19T00:20:28.016164,151.91.24.130,logout,"{'item_id': 1897, 'quantity': 2, 'price': 212.34}",,,,,,
user_62,2024-11-18T02:28:03.016180,68.214.118.158,logout,,6660.0,3.0,591.11,,,
,2024-11-19T15:12:34.016186,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T15:12:34.016186,
user_896,2024-11-17T22:12:29.016191,240.62.19.134,logout,,5216.0,2.0,470.44,,,
user_289,2024-11-18T19:04:54.016197,30.96.86.17,error,"{'item_id': 2057, 'quantity': 5, 'price': 599.43}",,,,,,
user_617,2024-11-17T22:41:41.016203,10.51.97.166,login,"{'item_id': 4897, 'quantity': 5, 'price': 225.79}",,,,,,
user_219,2024-11-19T14:29:38.016213,35.21.217.139,update,,1736.0,4.0,191.99,,,
user_619,2024-11-18T08:06:22.016234,42.189.81.183,logout,,1210.0,4.0,912.03,,,
user_951,2024-11-18T10:23:51.016243,162.93.36.146,purchase,,2311.0,5.0,402.41,,,
user_198,2024-11-18T01:36:55.016251,150.92.117.11,purchase,,4006.0,3.0,906.69,,,
user_820,2024-11-19T01:04:06.016257,13.29.29.150,logout,"{'item_id': 6970, 'quantity': 5, 'price': 46.56}",,,,,,
user_667,2024-11-17T17:21:10.016263,196.98.54.48,purchase,,3585.0,3.0,585.78,,,
user_438,2024-11-18T07:07:58.016279,22.101.13.152,purchase,,8184.0,3.0,243.58,,,
,2024-11-19T16:54:54.016300,,,,,,,InvalidBase64,Data cannot be decoded,
user_143,2024-11-18T12:44:33.016305,68.162.152.185,update,,7692.0,1.0,179.66,,,
user_663,2024-11-19T03:29:31.016323,17.212.239.246,update,"{'item_id': 4488, 'quantity': 2, 'price': 751.21}",,,,,,
user_838,2024-11-18T12:15:23.016329,206.5.73.117,error,"{'item_id': 6431, 'quantity': 5, 'price': 550.23}",,,,,,
user_908,2024-11-19T11:34:17.016350,84.163.215.31,login,,8253.0,2.0,273.93,,,
user_370,2024-11-17T20:29:16.016361,14.2.241.229,update,,8180.0,1.0,487.85,,,
user_217,2024-11-19T00:52:02.016367,146.49.67.165,purchase,"{'item_id': 5443, 'quantity': 4, 'price': 769.15}",,,,,,
,2024-11-18T11:42:22.016378,,,,,,,InvalidBase64,Data cannot be decoded,
user_634,2024-11-17T23:08:51.016400,20.15.235.208,purchase,,6579.0,1.0,459.32,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_998,2024-11-18T22:43:09.016441,232.219.65.97,error,"{'item_id': 3254, 'quantity': 2, 'price': 61.09}",,,,,,
,2024-11-18T00:01:25.016464,,,,,,,TimeoutError,Connection to DB failed,
user_959,2024-11-18T20:03:46.016466,92.110.100.175,purchase,,3635.0,2.0,448.24,,,
,2024-11-19T03:12:10.016471,,,,,,,InvalidBase64,Data cannot be decoded,
user_186,2024-11-19T14:38:34.016475,254.254.175.105,purchase,,5886.0,5.0,613.13,,,
user_111,2024-11-17T22:45:17.016488,205.204.99.239,error,"{'item_id': 9821, 'quantity': 1, 'price': 163.25}",,,,,,
user_351,2024-11-18T00:29:40.016502,183.6.108.16,logout,,1596.0,3.0,611.9,,,
user_633,2024-11-18T05:31:32.016510,35.68.86.134,update,,8393.0,4.0,560.85,,,
user_640,2024-11-17T18:58:02.016531,161.25.32.165,logout,,6773.0,5.0,194.89,,,
user_503,2024-11-18T09:05:40.016564,90.199.61.200,update,,4040.0,3.0,957.66,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_186,2024-11-18T23:35:32.016576,35.194.47.216,purchase,,4641.0,3.0,671.75,,,
user_28,2024-11-18T14:46:59.016586,1.96.97.142,logout,,2090.0,4.0,811.0,,,
user_936,2024-11-19T11:08:53.016600,156.70.81.95,logout,,8496.0,2.0,645.71,,,
user_113,2024-11-19T08:30:28.016615,57.76.151.8,update,"{'item_id': 6802, 'quantity': 1, 'price': 906.45}",,,,,,
user_473,2024-11-18T09:38:57.016621,21.92.183.2,purchase,,3937.0,2.0,520.17,,,
user_84,2024-11-19T16:19:51.016629,211.154.230.64,login,,3310.0,2.0,832.3,,,
user_690,2024-11-18T15:34:36.016635,155.3.229.200,login,,9910.0,4.0,806.75,,,
user_499,2024-11-18T10:27:43.016659,40.219.84.78,error,,3196.0,4.0,60.45,,,
user_674,2024-11-18T04:39:16.016665,156.94.240.251,update,"{'item_id': 4345, 'quantity': 1, 'price': 325.92}",,,,,,
user_267,2024-11-19T03:01:23.016671,115.85.91.206,login,,8419.0,4.0,244.73,,,
user_31,2024-11-18T02:36:27.016684,111.136.192.83,update,,5014.0,1.0,949.53,,,
user_404,2024-11-18T18:58:13.016707,163.3.98.85,purchase,,4079.0,1.0,778.42,,,
user_887,2024-11-19T02:35:42.016726,69.70.40.73,purchase,"{'item_id': 2823, 'quantity': 3, 'price': 657.47}",,,,,,
user_517,2024-11-17T21:18:44.016740,247.115.132.214,login,,5751.0,4.0,451.88,,,
user_222,2024-11-19T10:51:23.016745,237.160.48.64,error,,9391.0,4.0,858.45,,,
user_952,2024-11-18T04:20:13.016756,117.16.159.221,login,,1295.0,4.0,318.42,,,
,2024-11-19T02:58:06.016763,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-19T02:50:25.016769,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T02:50:25.016769,
,2024-11-18T06:48:37.016770,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T06:48:37.016770,
user_389,2024-11-18T01:29:07.016784,157.91.9.193,update,,4651.0,1.0,120.32,,,
user_384,2024-11-18T13:54:58.016790,83.192.109.31,error,,3805.0,4.0,719.12,,,
user_173,2024-11-18T06:08:09.016799,164.49.78.237,logout,,8390.0,2.0,133.59,,,
,2024-11-18T19:27:52.016812,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T19:27:52.016812,
user_208,2024-11-19T00:07:32.016814,79.94.133.147,error,,8764.0,5.0,631.25,,,
,2024-11-19T02:57:21.016833,,,,,,,TimeoutError,Connection to DB failed,
user_940,2024-11-18T13:54:05.016837,180.251.205.203,logout,,4552.0,4.0,462.84,,,
,2024-11-18T07:21:56.016843,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-19T06:54:55.016847,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T06:54:55.016847,
,2024-11-19T08:54:50.016854,,,,,,,TimeoutError,Connection to DB failed,
user_2,2024-11-18T21:41:30.016856,224.17.242.41,purchase,,5545.0,4.0,658.53,,,
,2024-11-18T00:30:27.016867,,,,,,,InvalidBase64,Data cannot be decoded,
user_393,2024-11-17T22:47:56.016869,214.79.176.140,update,,2846.0,3.0,89.51,,,
user_829,2024-11-18T00:25:47.016896,214.11.228.19,update,,4019.0,2.0,746.27,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T14:39:12.016923,,,,,,,InvalidBase64,Data cannot be decoded,
user_660,2024-11-19T04:30:32.016934,132.224.212.204,purchase,,1577.0,2.0,570.58,,,
user_882,2024-11-18T11:01:54.016939,39.4.101.80,purchase,"{'item_id': 5900, 'quantity': 4, 'price': 485.15}",,,,,,
,2024-11-17T23:22:55.016954,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T23:22:55.016954,
,2024-11-19T00:21:12.016963,,,,,,,InvalidBase64,Data cannot be decoded,
user_946,2024-11-18T22:41:52.016965,104.130.247.237,logout,,8747.0,2.0,188.85,,,
user_99,2024-11-18T09:15:23.016973,178.126.134.76,logout,"{'item_id': 2347, 'quantity': 2, 'price': 908.8}",,,,,,
user_685,2024-11-19T16:45:30.016987,5.224.124.64,logout,"{'item_id': 9651, 'quantity': 3, 'price': 865.82}",,,,,,
user_776,2024-11-19T16:04:50.016995,161.18.116.182,purchase,,1441.0,5.0,564.6,,,
user_965,2024-11-19T03:49:10.017011,113.92.218.231,error,,7517.0,5.0,462.52,,,
,2024-11-19T05:41:53.017016,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T05:41:53.017016,
user_628,2024-11-18T18:49:24.017018,183.102.26.132,login,,4573.0,1.0,600.66,,,
,2024-11-18T08:38:43.017041,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T19:54:15.017054,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T19:54:15.017054,
,2024-11-17T17:41:36.017059,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T17:41:36.017059,
user_137,2024-11-19T00:48:56.017068,13.135.194.34,logout,"{'item_id': 3859, 'quantity': 4, 'price': 429.73}",,,,,,
user_660,2024-11-17T17:35:22.017087,2.168.200.228,purchase,,7657.0,1.0,290.66,,,
user_402,2024-11-18T20:14:31.017105,187.20.73.217,error,"{'item_id': 8192, 'quantity': 5, 'price': 217.43}",,,,,,
,2024-11-19T02:23:00.017120,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T02:23:00.017120,
,,,,,,,,,,Invalid Base64 or decoding error
user_430,2024-11-19T14:58:03.017173,201.134.24.181,update,"{'item_id': 4159, 'quantity': 3, 'price': 928.57}",,,,,,
,2024-11-18T18:34:45.017179,,,,,,,InvalidBase64,Data cannot be decoded,
user_5,2024-11-17T20:42:26.017209,146.159.227.156,purchase,,3575.0,5.0,404.12,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T18:05:21.017224,,,,,,,TimeoutError,Connection to DB failed,
user_747,2024-11-19T16:14:06.017231,169.37.95.66,login,"{'item_id': 4877, 'quantity': 3, 'price': 302.35}",,,,,,
user_313,2024-11-19T09:40:04.017237,204.252.248.99,update,"{'item_id': 6727, 'quantity': 3, 'price': 519.98}",,,,,,
user_930,2024-11-19T04:54:16.017264,86.210.247.105,purchase,,2933.0,2.0,283.99,,,
user_153,2024-11-18T04:45:12.017270,172.194.240.22,logout,"{'item_id': 6331, 'quantity': 3, 'price': 357.46}",,,,,,
,2024-11-18T15:57:53.017275,,,,,,,InvalidBase64,Data cannot be decoded,
user_792,2024-11-19T06:32:51.017280,25.147.150.30,update,"{'item_id': 6055, 'quantity': 2, 'price': 266.86}",,,,,,
user_87,2024-11-18T10:54:30.017286,69.166.35.95,logout,,4473.0,5.0,143.42,,,
user_81,2024-11-18T17:23:31.017305,230.4.247.39,login,"{'item_id': 1039, 'quantity': 4, 'price': 960.81}",,,,,,
user_280,2024-11-19T15:25:36.017323,123.209.83.182,login,"{'item_id': 3562, 'quantity': 3, 'price': 506.22}",,,,,,
user_658,2024-11-18T04:07:04.017335,254.84.232.180,update,"{'item_id': 1297, 'quantity': 2, 'price': 696.66}",,,,,,
user_775,2024-11-18T20:56:53.017356,134.240.62.96,logout,,3138.0,3.0,62.05,,,
user_381,2024-11-17T22:20:29.017372,35.88.117.225,update,"{'item_id': 1770, 'quantity': 4, 'price': 419.7}",,,,,,
user_166,2024-11-18T10:21:08.017381,36.71.59.8,purchase,"{'item_id': 2642, 'quantity': 1, 'price': 528.98}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T21:23:44.017410,,,,,,,TimeoutError,Connection to DB failed,
user_738,2024-11-19T11:58:39.017421,216.142.218.58,login,,2485.0,2.0,628.33,,,
user_618,2024-11-19T08:31:15.017432,218.186.109.30,login,,3749.0,4.0,618.68,,,
user_470,2024-11-18T07:20:07.017452,35.56.153.155,error,,6102.0,1.0,240.69,,,
user_314,2024-11-17T19:39:52.017468,83.197.218.253,purchase,,5690.0,4.0,841.71,,,
,2024-11-18T19:19:44.017485,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-18T21:38:49.017492,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T21:38:49.017492,
user_485,2024-11-18T23:33:33.017494,179.74.219.86,error,,2771.0,1.0,580.1,,,
user_477,2024-11-18T18:16:40.017521,205.124.8.123,login,,5062.0,4.0,485.55,,,
user_111,2024-11-18T03:13:40.017527,19.130.27.70,error,,7844.0,1.0,576.62,,,
user_406,2024-11-17T20:25:21.017532,77.36.28.38,purchase,,7152.0,2.0,323.36,,,
,2024-11-18T01:19:12.017538,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T01:19:12.017538,
user_971,2024-11-18T06:45:53.017540,142.18.156.162,logout,"{'item_id': 3541, 'quantity': 3, 'price': 319.27}",,,,,,
,2024-11-19T04:22:22.017547,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T04:22:22.017547,
user_434,2024-11-19T09:56:24.017549,214.233.219.171,login,,4960.0,1.0,732.66,,,
user_837,2024-11-18T19:09:59.017565,41.142.162.137,purchase,"{'item_id': 5895, 'quantity': 4, 'price': 928.99}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_20,2024-11-18T10:22:19.017582,11.85.173.114,update,"{'item_id': 3115, 'quantity': 3, 'price': 435.94}",,,,,,
,2024-11-17T23:01:07.017605,,,,,,,TimeoutError,Connection to DB failed,
user_523,2024-11-17T17:14:12.017607,98.110.36.179,purchase,,4969.0,1.0,561.03,,,
,2024-11-18T13:35:36.017612,,,,,,,TimeoutError,Connection to DB failed,
user_839,2024-11-17T22:02:40.017630,65.19.189.199,purchase,,8448.0,1.0,514.47,,,
user_479,2024-11-17T18:39:11.017658,121.56.52.215,login,"{'item_id': 3623, 'quantity': 3, 'price': 312.78}",,,,,,
user_883,2024-11-19T02:57:48.017664,17.68.162.140,purchase,,2348.0,5.0,420.15,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_70,2024-11-17T18:19:23.017685,17.240.55.189,login,,5893.0,2.0,367.69,,,
user_207,2024-11-18T10:08:41.017698,50.233.77.131,error,,5829.0,5.0,828.59,,,
user_194,2024-11-17T19:57:03.017729,59.82.206.236,update,,4837.0,4.0,75.79,,,
user_665,2024-11-19T10:33:31.017735,105.247.217.225,purchase,,2741.0,4.0,739.26,,,
,2024-11-19T11:17:51.017740,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T11:17:51.017740,
user_64,2024-11-19T00:17:29.017750,63.100.20.106,logout,"{'item_id': 4991, 'quantity': 1, 'price': 593.61}",,,,,,
user_121,2024-11-19T04:22:53.017756,126.229.191.207,logout,"{'item_id': 7246, 'quantity': 3, 'price': 725.37}",,,,,,
,2024-11-17T22:49:48.017762,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T22:49:48.017762,
user_452,2024-11-18T06:00:08.017772,32.159.238.13,logout,"{'item_id': 7656, 'quantity': 4, 'price': 558.34}",,,,,,
user_788,2024-11-17T18:50:05.017804,174.158.163.178,update,,8331.0,4.0,769.14,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_797,2024-11-18T02:36:39.017865,123.222.169.44,update,,2438.0,5.0,387.26,,,
user_130,2024-11-18T15:50:58.017871,57.124.54.132,error,"{'item_id': 6192, 'quantity': 1, 'price': 778.83}",,,,,,
,2024-11-19T09:42:38.017893,,,,,,,TimeoutError,Connection to DB failed,
user_165,2024-11-18T00:57:55.017910,161.41.94.40,login,,4411.0,4.0,415.79,,,
user_438,2024-11-19T03:02:34.017918,26.94.241.99,login,,2490.0,2.0,211.63,,,
,2024-11-17T18:52:11.017926,,,,,,,TimeoutError,Connection to DB failed,
user_411,2024-11-19T00:02:42.017935,251.50.27.232,purchase,,7538.0,3.0,538.6,,,
user_732,2024-11-18T10:31:25.017941,204.102.154.52,purchase,,3311.0,5.0,970.77,,,
user_124,2024-11-18T02:24:57.017954,72.182.139.240,update,"{'item_id': 2073, 'quantity': 3, 'price': 294.73}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_910,2024-11-19T12:27:57.017993,172.140.254.234,purchase,,2996.0,1.0,351.3,,,
user_522,2024-11-18T07:06:14.017999,255.145.55.252,login,"{'item_id': 2307, 'quantity': 3, 'price': 920.34}",,,,,,
user_41,2024-11-18T17:43:14.018005,48.57.143.156,purchase,"{'item_id': 6786, 'quantity': 3, 'price': 670.73}",,,,,,
user_322,2024-11-19T09:58:13.018013,184.217.171.22,logout,,5841.0,5.0,448.27,,,
user_907,2024-11-18T13:36:21.018018,200.231.134.9,login,"{'item_id': 7201, 'quantity': 5, 'price': 967.33}",,,,,,
,2024-11-18T18:14:53.018024,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T18:14:53.018024,
,2024-11-18T21:18:17.018026,,,,,,,InvalidBase64,Data cannot be decoded,
user_538,2024-11-18T11:52:25.018030,225.92.2.52,purchase,"{'item_id': 2483, 'quantity': 3, 'price': 829.67}",,,,,,
user_77,2024-11-19T08:30:01.018038,33.170.190.164,logout,"{'item_id': 9271, 'quantity': 5, 'price': 273.68}",,,,,,
,2024-11-17T23:51:04.018046,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T23:51:04.018046,
